,ITN,Partners,Partners ITN
445,2311084448,"['Adobe', 'Kransodar', 'VK', 'Solnechna', 'Kis']","['250203357691', '0400014449', '0233007263', '9705178310']"
446,7720318618,"['Pulsar Trade', 'ООО ПУЛЬСАР']",['7802881275']
447,4825047455,"['L-Pak', 'Company']","['4825045539', '7702177114']"
448,9103094582,"['Massandra', 'НашаМассандра']",['9103094582']
449,7743509143,"['GVSU', 'Statpro']","['7709261816', '7329007115']"
450,7709203010,['Elfa'],['7709203010']
451,6450925261,"['Газснабивнест', 'Сайтмедиа']",['6453171541']
452,8913000904,['АО ПМК-98'],['8913000904']
453,6227008005,"['Rosneft', 'Sberbank', 'RZHD', 'Relef-Centre', 'Rosprodukt', 'Priz', 'SKOP-NEW']","['7706107510', '7707083893', '7708503727', '4025052495', '7801547310']"
454,6313548580,['Odin-Group'],[]
455,2208010989,"['Северо-Восточное дорожно-строительное управление', 'Алтайский край', 'г.Новоалтайск']","['2208010989', '2203004974', '2208027735']"
456,5903002350,"['Nestle', 'Purina', 'Kola', 'Mars', 'Sipivi', 'Melle']","['7705739450', '5024238308', '5190308230', '7303026811', '5017051394']"
457,5042015329,"['Sobranie resursov', 'Prozrachnie usloviya najma', 'Struktura gendernyj sostav rukovodstva']",[]
458,5047076050,['Inter IKEA Systems'],[]
459,5047028515,['Inter IKEA Systems'],[]
460,2352038521,"['EFKO', 'Fresh', 'Малио (Maliyo)', 'Магия цветов (Magiya Tsvetov)', 'EFKO Косметик']","['3122000300', '7806461539', '9724163824', '3631008712']"
461,2623030222,['Группа агропредприятий «Ресурс»'],['7736511906']
462,7819301797,"['Bosch', 'Siemens', 'Gaggenau', 'Neff', 'Thermador', 'Constructa', 'Balay', 'Pitsos', 'WeWash', 'kitchen\\_stories', 'BlueMovement', 'Foodfittery']","['081400014321', '7751520567', '6658358607', '2902014319']"
463,7204002873,['Utair'],[]
464,2352044518,['Reg.ru'],['6312068502']
465,2459007621,['AZUR air'],[]
466,7728115183,"['ТРК ВЕГАС Каширское', 'ТРК ВЕГАС Сити', 'ТРК ВЕГАС Кунцево', 'Крокус Сити', 'Крокус Э']","['5024105918', '9710112587']"
467,5007067042,"['Ландис', 'Bitdefender', 'Код Безопасности', 'КРИПТ-ПРО', 'Rutoken', 'NPO-Echelon', 'Аladdin', 'Конфидент']","['7203390976', '7715719244', '9701115253', '9723132206', '7719165935', '7811072513']"
468,7704579700,"['AstraZeneca', 'AstraZeneca', 'AstraZeneca', 'AstraZeneca', 'AstraZeneca', 'AstraZeneca', 'AstraZeneca', 'AstraZeneca']",[]
469,7731316845,"['Alkor', 'Aquamarine', 'Argenta', 'Adamant', 'Carat', 'Chrysos', 'Darvin', 'Delta', 'Efremov', 'Elizaveta', 'Estet', 'Kras Cvet Met', 'New Gold', 'Pushkinskiy', 'Sorokin', 'Uvelirnie Tradicii']","['9717098758', '9731117628', '7826101774', '7719458057', '3257068944', '7817331468', '6729037401', '7536068726', '9710119279', '9408005516']"
470,7839326623,"['Academy Market', 'SkidkiPromos', 'DigitalBroccoli', 'Rabota.ru', 'HowToLearn.ru', 'Promokodus.com', 'Kurshub.ru', 'PGdv.ru']",['7810692056']
471,7710761161,[''],[]
472,7805441610,"['Tankerny flot', 'Buksyry', 'Vspomogatelnyy flot', 'Neftesborshchiki']","['7704868967', '7805401600']"
473,4909105495,['Nominis Group'],[]
474,6663003800,['Медиасайт'],['6674243000']
475,1655189422,['TGC'],['7017099953']
476,7713654471,['Braus'],['7725439944']
477,6321124263,"['АВТОВАЗ', 'LADA']","['6320002223', '1834051678']"
478,7801463476,"['MOBIS', 'Hyundai&Kia', 'MOBIS MODULE']",['7801463476']
479,6608007434,['Газпром трансгаз Екатеринбург'],['6608007434']
480,7731163074,"['AllSquare', 'Alltek Development', 'Сибантрацит', 'Artplay', 'West Siberian Resources', 'Группа «Энергопром»']","['7731550299', '5443004807', '4000007719', '3444203745']"
481,7810443290,"['ГСП-1', 'Газстройпром']","['4816024878', '7842155505']"
482,6229004711,['KZNamya'],[]
483,7704242231,['NVA Online Advertising'],[]
484,6671250899,"['АО «ЕЭнС»', 'Интеллектуальная система учета', 'АО «ЕЭнС»']","['6671250899', '6671250899']"
485,7703058663,"['Russian Standard Bank', 'Imperial Private Banking', 'Russian Standard Insurance', 'Russian Standard Credit Bureau', 'Roust Corporation']",[]
486,5047125036,"['BMW Страхование', 'BMW Лизинг', 'Банк BMW']",[]
487,7710759236,['Visa'],['3666085845']
488,7813151859,"['ГМК', 'ЦБП', 'ЛПК', 'Удобрения', 'Минерально-строительные грузы', 'Химия', 'Машино-строение', 'Промышленное строитель']","['8401005730', '7724525541', '7743290140', '0263009557', '7811753760', '9723169975']"
489,5321073497,"['Novmrg.ru', 'Газпром', 'Газпром межрегионгаз', 'АО «Газпром газораспределение»', 'АО «Газпром газораспределение Великий Новгород»', 'Газпром недвижимость']","['7736050003', '5003021311', '7838306818', '5321039753', '7840106693']"
490,7711078582,"['Simple', 'Pinkman']","['7715018680', '7733436496']"
491,5603042916,"['Agima', 'arda', 'Muz-TV', 'Detmir', 'Sberbank', 'Rosstandart', 'Velkom']","['7707380198', '1301011495', '0562067363', '7707083893', '4345345701', '4218002525']"
492,7718278630,['LIT Трейдинг'],['7728196841']
493,5077018948,"['Rollton', 'Bigbon', 'Petra', 'Mareven Professional Food', 'Actibo']","['7706192628', '9731104523', '7804040077']"
494,2315020195,['ОАО Новоросцемент'],['2315020195']
495,7702331790,"['Chanel', 'Fashion', 'Jewelry', 'Watches']","['251135306747', '5021020254']"
496,2453013555,"['Rosatom', 'ТВЭЛ']","['7706413348', '7706123550']"
497,9701145988,"['Bayer', 'BioCAD', 'Boehringer Ingelheim', 'Chiesi', 'Coloplast', 'Convatec', 'DrFalk', 'Ever Neuro Pharma', 'Farmasintez', 'Farm-Sintez', 'Fresenius']","['7704017596', '3810023308', '7713154020']"
498,6165016437,"['Abbott', 'alkaloid', 'BRAUN', 'biocad', 'Boehringer-Ingelheim', 'egis', 'everpharma', 'Grindeks', 'krka', 'Lundbeck', 'smedikom', 'Medochemie', 'nativa', 'Novonordisk', 'Sandoz']","['5020045344', '7721631037', '7801448742', '7715644750', '2465172750', '5017036276', '2543020684', '7729427770', '7717011640']"
499,2352013076,['company.split( - )0'],[]
500,2315094729,['Рускон-Брокер'],['2315134805']
501,7709265218,"['REHAU', 'REHAU Industries SE & Co. KG']",['7709391854']
502,7702745198,"['Московский городской центр продажи недвижимости', 'АО «Центр-Инвест»']","['7702745198', '7702745198']"
503,5190165656,['Sever Minerals'],['5190165656']
504,7730095858,"['РЕГИОН', 'Россельхозбанк', 'Finam.ru', 'НОВАТЭК']","['5406291470', '7725114488', '7710948890', '6316031581']"
505,6929000141,"['SFT Group', 'Yandex', 'Google Maps', 'Telegram']","['3904013915', '3443152304']"
506,7716679026,"['Aksentyev', 'Alferov']","['741115638759', '7615011190']"
507,4501001235,"['КурганШпунт', 'Мостпроект', 'Завод стальной дроби', 'Синарский щебёночный карьер', 'Курганстальмост']","['4501144748', '4501157916', '4501118145', '4509005048', '4501001235']"
508,7840387765,"['Magna', 'Magna Europe', 'Magna Asia', 'Magna South America']",['3702617431']
509,7707088732,"['Promfinstroy', 'teeweb']",['7707088732']
510,1644011638,['Татойлгаз'],['1644011638']
511,1660004878,"['Казанькомпрессормаш', 'Группа ГМС']","['1660004878', '7708678325']"
512,4401017834,['НОВАТЭК'],['6316031581']
513,7840322535,"['ЛСО', 'ООО «СТОД»', 'Theme mod Sedov', 'Leokaspis']","['9402005816', '5007020319', '7825503640']"
514,5256076921,"['Magna', 'Magna Europe', 'Magna Asia', 'Magna South America']",['3702617431']
515,6163104945,"['Corteva', 'Pioneer']",['7716123849']
516,3308006635,['Владимирский стандарт'],['3308006635']
517,7702219484,['Eli Lilly and Company'],[]
518,3123315768,"['Белэнергомаш-БЗЭМ', 'Белэнергоатом', 'БВС', 'Индустрия']","['3123315768', '3123358105', '6671382937', '5024139770']"
519,7702059544,[''],[]
520,1644015657,"['SMP-НЕФТЕГАЗ', 'vk', 'youtube', 'tg']","['1644015657', '0400014449', '7709775219']"
521,7727192347,['Belaz JSC'],[]
522,7713730066,"['Agritecno', 'Betaseed', 'Biokraft', 'Alta Seeds', 'Syngenta', 'UPL', 'BASF', 'Bayer', 'DEKALB', 'DLF', 'LG', 'Lidea', 'MAS Seeds', 'Rainbow', 'Ruseed']","['6670481251', '6670512647', '7706800837', '7704017596', '3123118791', '7715833236', '5075018950', '2308208573', '7813132408']"
523,7705041866,['IBM'],['7705041866']
524,7714647727,['Schaeffler Group'],[]
525,7709385280,['ЮКОЛА-нефть'],['7709385280']
526,3702232505,"['Gazprom Mezhregiongaz', 'Газпром межрегионгаз']","['5003021311', '5003021311']"
527,9715297229,"['Bitteria', 'ACER', 'ASUS', 'Etuline', 'HP', 'Lenovo', 'MSI', 'Fujitsu', 'Avaya', 'Ciena', 'Juniper']","['9909168705', '2309067371', '7704759686', '7703549291', '7708000794', '9729363231']"
528,7722648033,"['IBM', 'Microsoft', 'Google']",['7705041866']
529,6663066293,"['JCB', 'Scania', 'FAW', 'JCB-Parts.su']",[]
530,6161058806,['АСТИ'],['2801168200']
531,2201000766,"['Vk', 'YouTube', 'Ok']","['0400014449', '3906394938']"
532,7710161911,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group', 'Intel Corporation', 'Oracle Corporation', 'IBM Corporation', 'Tesla', 'Inc.']","['9909014670', '9909014670', '6686055682', '9909014670']"
533,6511000178,"['Гидрострой', 'Пиленга', 'Морский Попечительский Совет']","['6511000731', '6501012632']"
534,6163076960,[''],[]
535,8706005044,"['Alexandros Economou LLC', 'Global Law Experts', 'Corporate LiveWire', 'Acquisition International', 'IFLR 1000', 'Best Lawyers in Cyprus', 'Lawyer Monthly']",[]
536,7717023413,"['Мосгипротранс', 'CMC_MGT', 'Совет молодых специалистов', 'Facebook', 'Instagram', 'Twitter', 'ВК', 'СОВЕТ']","['7717023413', '1700001259', '2626043808', '5245027792', '6167037658']"
537,2227000087,"['Evalar', 'Evalar']","['2227000087', '2227000087']"
538,7703770101,['Хартия'],['7703770101']
539,7705041866,['IBM'],['7705041866']
540,7729569817,"['Ozon', 'Ozon Fresh', 'Wildberries', 'Kazan Express', 'Vprok.ru', 'Деликатеска', 'Яндекс Маркет', 'Яндекс Лавка']","['9703077050', '4101189631', '7704348340', '9718101499']"
541,7710489501,"['Русмолоко', 'Мираторг', 'Русагро', 'ЭКОНИВА', 'ГАП Ресурс', 'Агрокомплекс им. Ткачева', 'Белая птица', 'Русская Аграрная Группа', 'Агропромкомпле']","['9705065941', '5047288545', '5003077160', '5032070546', '7736511906', '2328000083', '9726046700', '6230051868', '6732163727']"
542,2315076504,"['block block-views', 'region region-subcontent', 'h2']",['7709296311']
543,7730077601,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group Holding Limited']","['9909014670', '9909014670']"
544,2341015890,['СК Ленинградский'],['2341015890']
545,7727391550,"['Gaz', 'Kamaz', 'JAC', 'Sollers', 'DongFeng', 'Sitrak', 'Howo', 'Hyundai', 'CTTM CARGOLINE', 'ambertruck', 'Iveco', 'Ford', 'Daewoo']","['7736035485', '1650032058', '7706108030', '3528079131', '7806597530', '5047287252', '7703623202', '4703038767']"
546,4909070355,['Snegorka'],['4909106058']
547,6234017547,"['Guardian Industries Holdings', 'Poland', 'Magyar', 'United States & Canada', 'South America']",['9202002374']
548,5074113294,"['Cersanit', 'Gracia Ceramica', 'GRASARO', 'Kerama Marazzi', 'Kerranova', 'Laparet', 'LB-CERAMICS', 'Litokol', 'Paradyz', 'Roca', 'VitrA', 'Италон', 'Керами']","['4632279474', '6312155995', '7805767637', '1659053711', '5077017221', '9725105208', '2130007787']"
549,6148559000,"['Guardian Industries Holdings', 'Guardian Industries Europe']",[]
550,1652009537,"['NTEHN', 'New Technologies LLC']",['7816245336']
551,2451000688,['Pitcher Agency'],[]
552,7718607570,"['Packer-service', 'Yandex Maps']",[]
553,6142018519,"['Южная угольная компания', 'Южная топливная компания', 'РостовТопПром', 'Горная техника']","['7725278380', '6164244014', '6163004764', '7725404885']"
554,7724246940,['ОПУС ТД'],['7724246940']
555,1644009854,['Татнефтепром'],['1644009854']
556,7706412930,"['Rosatom', 'VTB', 'Gazprom', 'Gazprombank', 'Gazprom Neft', 'NPSGK', 'PJSC Sberbank', 'Rosseti', 'Aeroflot']","['7706413348', '7702070139', '7744001497', '7744001497', '0266048970', '4716016979', '7712040126']"
557,2808001344,"['Бамстроймеханизация', 'Амурская область', 'Забайкальский край', 'Дальневосточная железная дорога', 'Забайкальская железная дорожа']","['2808001344', '5503272673', '7500018986', '7708503727']"
558,7724353571,"['HugeDomains', 'NameBright.com', 'Escrow.com']",[]
559,1121016110,['Сыктывкар Тиссью Груп'],['1121016110']
560,7816085379,"['Agroimpex', 'Авалон Лоджистик']",['7715641372']
561,7703268269,"['RU-CENTER', 'Nic.ru']",[]
562,7718803832,"['GIPERGLOBUS', 'О`КЕЙ', 'АТАК', 'ЛЕНТA', 'МАГНИТ', 'ЗЕЛЬГРОS', 'Перекресток', 'АШАN', 'ДИКСИ', 'Пятерочка']","['7743543761', '7826087713', '7743543232', '7814148471', '2309085638', '5050058510', '7728029110', '7703270067', '7704249540', '6907009824']"
563,7111021753,"['SFT Group', 'Картонный дивизион', 'Гофродивизион', 'Дивизион вторичных ресурсов']","['3904013915', '4633021510']"
564,278088368,"['ГСИ СНЭМа', 'Атма', 'ООО \\ГСИ СНЭМа\\', 'УЦ Энергия', 'Энергия будущего']","['0278169779', '2222906142', '2460247561', '5031125023']"
565,5047151332,[''],[]
566,5029200812,"['TESY', 'ООО \\РЕГИОН 50\\']",['5024238932']
567,2013431689,"['Фонд Кадырова', 'chechnya.gov.ru', 'grozny.tv', 'chechnyatoday.com', 'gosuslugi.ru']","['2005504830', '2013003965', '5050088602']"
568,7710688352,"['Yandex', 'Kinopoisk', 'Yandex Cloud']",['7710688352']
569,5018035564,['Alfalaval'],['5018035564']
570,8602185748,"['Газпромнефть-Ноябрьскнефтегаз', 'Башнефть', 'Газпромнефть-Хантос', 'НК Конданефть']","['8905000428', '0277106840', '8618006063', '7718890240']"
571,7602012729,"['ЯрКамп', 'ПАЗ', 'КАВЗ', 'ЛИАЗ', 'Газель', 'Газон', 'Соболь', 'Садко', 'Вепрь']","['7602012729', '6612055110', '4501103580', '5034019312', '9705201104', '7100027810', '5038167880', '5301002498', '7743266236']"
572,7707131508,['Profine Group'],[]
573,5904100329,"['ОДК-СТАР', 'Союз машиностроителей России', 'Крылья Ростеха']","['5904100329', '7701359619']"
574,6511000731,"['Гидрострой', 'Пиленга', 'Морский Попечительский Совет']","['6511000731', '6501012632']"
575,7718782082,['TP-Link'],['7723722508']
576,7604287662,"['ЯРВЕТ', 'ТК ЯРВЕТ', 'ООО ТК ЯРВЕТ']","['7604287662', '7604287662', '7604287662']"
577,7709667598,"['Rosneft', 'Novatek', 'Gazprom', 'Sibur', 'Transneft']","['7706107510', '6316031581', '7744001497', '7727547261', '7706061801']"
578,7727548378,"['Russian Fishery', 'Ренжин', 'НБАМР', 'North Pelagic', 'Pelagos', 'Поларис', 'Сириус', 'SMT', 'ЮКРК']","['583508595573', '2508007948', '7703427350', '8602155366', '7724367327', '4703116239', '2309111574']"
579,6686081932,['Grand Capital'],[]
580,7805113497,"['Дело', 'Global Ports Investments plc.']",['6685168725']
581,7729376075,"['Россети Центр', 'Россети Центр и Приволжье', 'Азбука Вкуса', 'Самараэнерго', 'Открытие', 'AWS Elemental']","['6901067107', '5260200603', '0726023167', '6315222985', '7708730590']"
582,5017117817,"['Henkel', 'Himsintez', 'PH+pool RRC', 'Promhinupack']","['7719747852', '5023001257']"
583,7704340327,['Yandex'],[]
584,5001111721,['tender-sk.ru'],[]
585,7714947216,"['City Park', 'МонАрх']",['6324001647']
586,7724340004,['New World'],[]
587,7726650932,"['Icewood.net', 'Google-Cloud-Platform', 'Mozilla', 'Apple', 'Microsoft Edge', 'Bethowen.ru']",['7707767220']
588,2540158733,"['Reg.ru', 'Reg.ru', 'Reg.ru', 'Reg.ru']","['6312068502', '6312068502', '6312068502', '6312068502']"
589,2315014748,['НКХП'],['2315014748']
590,6820010695,"['Syngenta', 'Pioneer', 'Aston', 'Yugrusi', 'Kargill', 'Sodrujestvo Soya', 'Olam']","['7716123849', '6162015019', '6167076880', '7113502396', '2461200358']"
591,3664206734,"['Tildacdn', 'Aleksey Malinovski', 'Static.tildacdn', 'Tildacdn']",['480405819939']
592,277089143,"['Дельфин', 'Megagroup.ru']",['5834004097']
593,8603004190,"['Управление теплоснабжения г. Нижневартовска', 'Пойковские Электрические Сети', 'Радужнинские Городские Энергетические Сети', 'gorele']","['8603004190', '8603004190', '3666231341']"
594,3801085210,"['nm-chita.ru', 'pnp7']",[]
595,2221008019,"['Барнаульская горэлектросеть', 'Craft Promotion', 'Google Play', 'Apple App Store']",['2221008019']
596,5257102476,['Redverg'],[]
597,3523012944,"['Минский Тракторный Завод', 'Вологодская Государственная Молочно-Хозяйственная Академия', 'Санкт-Петербургский Государственный Аграрный Университет']","['9909130490', '7820006490']"
598,3625011330,"['Primebeef', 'Zarechnoe']",['4105097269']
599,7705195785,"['atf.pet', 'bh.atf-m.ru']",['7816351951']
600,2352049724,"['ЭФКО', 'EFKO Food', 'EFKO Косметик', 'Умная ферма']","['3122000300', '3631008712', '7604340002']"
601,7203258777,"['Gazprom', 'Роснефть', 'Лукоил', 'СНГ', 'Газпромнефть', 'Новатэк', 'Славнефть', 'Агрос', 'Инвестгеосервис', 'Салым Петролеум']","['7744001497', '7706107510', '7425002857', '7703623202', '5504036333', '6316031581', '7707017509', '5250023024', '7704627560', '8619017847']"
602,1608009263,"['CHINT', 'ALAGEUM ELECTRIC', 'АЛЕКСЕЕВСКИЙ КАБЕЛЬНЫЙ ЗАВОД', 'ЭРА', 'КАМЭНЕРГО', 'ТРАНСЭ']","['7726662688', '1660278685', '6316237712', '1639021461', '7423023178']"
603,5029159096,"['DAF', 'БТС', 'ООО \\БТС\\', 'ДАФ Тракс Рус', 'ПАККАР КОМПАНИ', 'A PACCAR']","['7714836516', '7707533616', '7714836516', '7810594034']"
604,7810316291,['uralix'],[]
605,6449069048,"['Bosch', 'Bosch', 'Bosch']","['081400014321', '081400014321', '081400014321']"
606,6449069048,"['Bosch', 'Bosch', 'Bosch']","['081400014321', '081400014321', '081400014321']"
607,4716010046,['Caterpillar'],[]
608,5038111044,"['Rzd', 'Mos', 'Metro', 'Mostrans', 'Mkzd']","['6164295724', '7701045732', '7704218694', '5047227020', '9731106640']"
609,7734710550,['Pitzavod'],[]
610,5022057151,"['Kdv-group', 'Babkinsemechki', 'Maestro Gusten', 'Djazzy', 'Babyfox', 'Домашнее чаепитие', 'Liberty Orchards', 'Фруктовичи', 'Крут Фрут', 'Bridge', 'Mini Free', 'Золо']","['5904408307', '7724331673']"
611,7702753199,['iRU'],['7714957670']
612,5834031277,"['Victoria Stenova', 'Московская обойная фабрика', 'РАШ-Р', 'Грандеко Раша']","['7708004580', '7708124239', '7743119070']"
613,4705044950,['Perspectiva'],['7814037612']
614,3808156861,['Lesresurs'],['3808156861']
615,7705238125,"['SPL', 'Megatron', 'Ridan', 'Veda MC', 'Geberit', 'Emirplast', 'Aquastrong', 'Grundfos', 'Vandjord', 'Shinho']","['7105515987', '9704171320', '5017050538', '7702847312', '5038098851', '5042054367', '650300923103']"
616,9102070194,"['Gismeteo', 'КРЫМТЭЦ']",['9102070194']
617,7706287767,"['FMC Corporation', 'Cheminova', 'FMCAustralia']",[]
618,7708670326,"['Sk Most', 'Gazprom Transgaz Tomsk', 'R-Industria', 'Uk Baamstroymehanizatsiya', 'Rzd', 'Td Rzd', 'Rzdstroy', 'Bet']","['7729655791', '7017005289', '7806593800', '6164295724', '7708669867']"
619,7719532487,"['Texas Instruments', 'ANALOG DEVICES', 'NICHIA', 'CISCO', 'Fujitsu', 'intel', 'TDK', 'panasonic', 'Samsung electro-mechanics', 'OSRAM', 'CREE', 'SEOUL']","['7704709276', '7710974353', '0274061460', '7725302820', '6367008340']"
620,4101134135,['Камчатское морское пароходство'],['4101134135']
621,7728593616,"['NIC', 'Registration Domains', 'Arenad', 'SSL-certificates']","['7707400398', '7713468845']"
622,7719502210,"['CASE IH', 'NEW HOLLAND', 'LOVOL', 'BEDNAR', 'PROMAGRO', 'DIECI', 'HONEY BEE', 'WEICHAI']","['7722808061', '432985851501', '7725785493']"
623,7801431481,"['ДКСС ОАО «РЖД»', 'ДКРС ОАО «РЖД»', 'Трансэнерго ОАО «РЖД']",[]
624,274108180,"['Международный аэропорт Уфа', 'Авиакомпании', 'Арендодатели']","['0274108180', '7704630925', '2703027031']"
625,6167079143,"['BMW Страхование', 'BMW Лизинг', 'BMW Банк']",[]
626,5224001190,"['Transpnevmatika', 'TRANSПНЕВМАТИКA', 'INNOTRANS', 'PROДвижение.Экспо', 'ДНИ ЧУГУНА В ЧЕЛНАХ', 'ИННОПРОМ']","['5224001190', '5224001190', '1200009796', '9725061945']"
627,7714436941,"['DLG', 'Компания']","['7726404447', '2460066195']"
628,7710077498,"['ООО «А Зет»', 'GP', 'Старт', 'Еврогарант', 'Femina', 'Dr Safe', 'quelyd']","['7710077498', '5027192115', '9721162149', '5042092563', '5009125236']"
629,7709832820,['NewTech Services'],[]
630,7709261816,"['GVSU', 'Statpro']","['7709261816', '7329007115']"
631,4703074719,"['Aller Petfood', 'Aller Petfood GroupA/S']",[]
632,3257021992,"['REG.RU', '2domains.ru']",['6312068502']
633,2465177981,['Krasavia'],['2411028461']
634,7710728534,"['Prime Design Studio', 'MaerskSealand', 'Mediterranean Shipping Company', 'ZIM']",['7704237464']
635,7709900999,['ООО «РэйлСпецТранс»'],['6167197676']
636,4630005929,['Cloudflare'],[]
637,7449000721,"['ЧРО СМР', 'АНО Федеральный Центр компетенций в сфере производства труда']",[]
638,7816340170,['Faza'],['6152000912']
639,7703286148,"['Russian Standard Bank', 'Imperia Private Banking', 'Russian Standard Insurance', 'Russian Standard Credit Bureau', 'Roust Corporation']",[]
640,7703668281,"['Ugličkabel', 'Niedax Group', 'Thermon', 'Ebo Systems', 'Raychem', 'Euromold', 'GPH', 'Simel']","['3704011533', '7722158568']"
641,7445034462,['Огнеупор'],['7445034462']
642,7806443392,"['Ateliero', 'Digimatix']",[]
643,5075019826,['Tendencia'],[]
644,7415029514,"['Uralst', 'Rif', 'Azural', 'Uralmobile', 'Ferrumformat', 'NGservis', 'Showcompany', 'Severest', 'Nomas']","['6644003322', '3665009866', '7415103197', '7415070304', '8904086366', '7713442100', '7415045234']"
645,1841017484,"['Agroholding', 'Structure of Agroholding', 'Leadership', 'Geography of Presence', 'Ratings', 'Corporate Social Responsibility', 'Legal Information', 'Employment']","['1655173824', '7718700851']"
646,7728621180,['FAMUR'],['2801095150']
647,6163123680,['Аэропорт Ростов-на-Дону'],['6166011054']
648,7719843549,['Эколайн'],['2124019752']
649,7703428900,"['DSML', 'ИСКРА']","['5029147125', '2453014750']"
650,7826688129,"['Adamant', 'Transneft', 'Arenda-trk', 'N-System']","['7826101774', '7706061801']"
651,7723733387,"['Jodas Expoim', 'EU', 'CIS', 'LATAM', 'Middle East', 'Brazil', 'Canada', 'Australia', 'New Zealand', 'South Africa']","['6603023425', '7723551281', '5036151468', '0100001262', '9909132346']"
652,3525011978,"['ПАО Вологодавтодор', 'ThemeGrill', 'WordPress']",['3525011978']
653,7708016628,"['Московская область', 'Клин', 'Жуковский', 'Раменский', 'Балашиха', 'Дмитровский г.о.', 'Красногорск']","['7729728577', '7804599595', '5040144174', '5040109194', '5001027276', '5024119276']"
654,7716168776,"['Viessmann Group', 'Viessmann Climate Solutions']",[]
655,7710516184,"['Bosch', 'Siemens', 'Neff', 'Gaggenau', 'HomeConnect']","['081400014321', '6658358607', '7751520567']"
656,6670086484,"['Lada', 'Avtovaz', 'Vkontakte']","['1834051678', '6320002223', '7842349892']"
657,4028033356,['Каскад-Энергосбыт'],['4028033356']
658,7703475515,"['Sektörler', 'Sosyal Etki', 'Sürdürülebilirlik', 'Kurumsal', 'Haberler&Basın', 'Kariyer', 'İletişim']",[]
659,7702148410,['Информзащита'],['3662097504']
660,7743615335,"['matador', 'SYNTOL']","['5256114574', '9721119954']"
661,2634038047,"['БУМАГА-С', 'Profitel']","['2634038047', '7703542507']"
662,5032243968,"['Kerakan', 'Karazhyra', 'RS', 'SB', 'PlayStation 5', 'PlayStation 3']","['1435343333', '7710337474']"
663,7714856880,"['r7-office.ru', 'contentai.ru', 'yadro.com', 'eltex-co.ru', 'speechpro.ru', 'raidix.ru', 'ruscomtech.ru', 'red-soft']",['9705000373']
664,7724811133,"['SA MEDIA GROUP', 'SMART VIEW', 'AdIndex', 'AKAP']",['6501302116']
665,4346001245,"['Zdrava', 'Limon-ads', 'IKA-Werke', 'ALFA LAVAL', 'HASSP', 'Viat']","['4346001245', '5018035564', '5031115674', '7709722633']"
666,7728853984,['Новые башни'],['7707459874']
667,7729379982,"['Animal Science Products', 'inc', 'Phibro Animal Health Corporation', 'АБИК Биологические лаборатории', 'лтд.']","['7453035910', '2540274779']"
668,7726305421,['Народный Пластик'],['7726305421']
669,7727708656,"['DSV Saaten', 'Rapool', 'Saaten Union']",[]
670,7719727292,"['QNAP', 'D-link']",['6229040685']
671,7751023149,"['Codest', 'Mospromstroi', 'Cortros', 'Samolet', 'Glorax', 'Ingecom', 'Euro', 'Krepmix', 'Doka', 'Rental', 'Stoi-dvor', 'Peri', 'Alfa']","['9731004688', '3900012290', '7813316148', '5031105010', '7021012088', '7816170899', '7728168971']"
672,4704105134,"['ptport.ru', 'transneft.ru', 'nmtp.info']",[]
673,6382079900,"['Energotehmash', 'АКРОН Холдинг']","['3812525416', '6324023665']"
674,1106027678,['Усинск НПО-Сервис'],['1106027678']
675,8904042048,"['АО «ЯЖДК»', 'Российские железные дороги', 'Министерство транспорта Российской Федерации', 'Газпром', 'Корпорация развития']","['8904042048', '7708503727', '7702361427', '7736050003', '7750004150']"
676,7726458509,"['Chery', 'Suzuki', 'Kia', 'Renault', 'Hyundai', 'Mazda', 'Volkswagen', 'Genesis', 'JAC', 'FAW', 'Omoda']","['2127315446', '7704558059', '7728674093', '5018154610', '7703623202', '7743580770', '5042059767', '7722373090', '7706108030', '7743423094']"
677,7840439815,['Seven Refractories'],[]
678,261003648,"['Inman', 'Palfinger']","['0261003648', '0264070057']"
679,6660017837,"['Axoft', 'Диасофт', 'НТЦ КАМИ', 'Шаркс Датацентр', 'Postgres Professional', 'РЕД СОФТ', 'РусБИТех – Астра']","['9715302870', '7733091756', '7704381771', '7729445882', '9705000373']"
680,7718811054,"['Беларусь', 'Россия', 'Китай', 'Узбекистан', 'Иран']","['7825104571', '7728674093', '7002013488', '7707176724', '0267011902']"
681,7743521327,['Farmalain'],[]
682,7325113708,"['DMG MORI USA', 'DMG MORI COMPANY LIMITED', 'DMG MORI AKTIENGESELLSCHAFT']",[]
683,7718811054,"['Беларусь', 'Россия', 'Китай', 'Узбекистан', 'Иран']","['7825104571', '7728674093', '7002013488', '7707176724', '0267011902']"
684,3662114767,"['Holmer', 'Agrifac', 'Guttler', 'Kinze', 'Duport', 'Kockerling', 'Dammann', 'Deutz-Fahr', 'Bergmann', 'Agrometer-as', 'Honey-Bee', 'Olimac', 'Storth', 'Volmer']","['0202009800', '7453270287', '700705342725', '2308277827', '7816690143']"
685,3663044287,"['АгроСвет', 'Red Collar']",['3663044287']
